Sample	Cq	SQ	sample_rep	tech_rep	station	innsjo	fylke	volum	SQ_vol
557	44.6864912627208	1.12586756711695e-7	1	1	7	Virikbekken	Vestfold	170	6.622750394805588e-10
557	34.2123540225038	1.56320752438365e-4	1	2	7	Virikbekken	Vestfold	170	9.195338378727353e-7
557	NaN	NA	1	3	7	Virikbekken	Vestfold	170	NA
557	35.9894202718166	4.57981434200072e-5	1	4	7	Virikbekken	Vestfold	170	2.6940084364710115e-7
557	38.1513696560799	1.02849830351172e-5	1	5	7	Virikbekken	Vestfold	170	6.0499900206571775e-008
557	35.1811310797585	8.00491762998648e-5	1	6	7	Virikbekken	Vestfold	170	4.708775076462635e-7
556	34.3969823373705	1.3760146667722e-4	2	1	7	Virikbekken	Vestfold	140	9.82867619123e-7
556	NaN	NA	2	2	7	Virikbekken	Vestfold	140	NA
556	35.9079869520645	4.84484747341485e-5	2	3	7	Virikbekken	Vestfold	140	3.460605338153464e-7
556	36.7390381038999	2.72861272576363e-5	2	4	7	Virikbekken	Vestfold	140	1.9490090898311643e-7
556	36.5204984179303	3.17329040349434e-5	2	5	7	Virikbekken	Vestfold	140	2.2666360024959573e-7
556	36.4150883149563	3.41299576357962e-5	2	6	7	Virikbekken	Vestfold	140	2.437854116842586e-7
555	36.7684707240764	2.67369155609951e-5	3	4	7	Virikbekken	Vestfold	135	1.980512263777415e-7
555	36.3949574162214	3.46079259347296e-5	3	5	7	Virikbekken	Vestfold	135	2.56355006923923e-7
555	36.5418365831843	3.12685528323413e-5	3	6	7	Virikbekken	Vestfold	135	2.3161890986919481e-007
555	NaN	NA	3	1	7	Virikbekken	Vestfold	135	NA
555	34.8431316267883	1.01103456194388e-4	3	2	7	Virikbekken	Vestfold	135	7.489144903288e-7
555	44.5334869263362	1.25139039958693e-7	3	3	7	Virikbekken	Vestfold	135	9.26955851545874e-10
554	35.8121996206702	5.17629410170558e-5	1	1	6	Virikbekken	Vestfold	260	1.9908823468098383e-7
554	34.2076887138594	1.56825383331524e-4	1	2	6	Virikbekken	Vestfold	260	6.031745512750923e-7
554	36.0822030565105	4.29546796835653e-5	1	3	6	Virikbekken	Vestfold	260	1.6521030647525116e-7
554	36.1558486899432	4.08239260573095e-5	1	4	6	Virikbekken	Vestfold	260	1.5701510022042116e-7
554	34.7973164054912	1.04354655548383e-4	1	5	6	Virikbekken	Vestfold	260	4.013640598014731e-7
554	35.2793996919628	7.47951745911606e-5	1	6	6	Virikbekken	Vestfold	260	2.8767374842754075e-7
553	35.5757264679234	6.09491137740672e-5	2	4	6	Virikbekken	Vestfold	325	1.8753573468943755e-7
553	33.3657440704288	2.80558165868351e-4	2	5	6	Virikbekken	Vestfold	325	8.632558949795415e-7
553	35.0282404063316	8.89668626269962e-5	2	6	6	Virikbekken	Vestfold	325	2.7374419269844984e-7
553	34.370091021834	1.4018165967496e-4	2	1	6	Virikbekken	Vestfold	325	4.313281836152615e-7
553	35.2002905301306	7.89966191856124e-5	2	2	6	Virikbekken	Vestfold	325	2.430665205711151e-7
553	35.7050580766948	5.57396650301541e-5	2	3	6	Virikbekken	Vestfold	325	1.7150666163124338e-7
552	33.9686720737689	1.84981341827254e-4	3	1	6	Virikbekken	Vestfold	260	7.114666993355923e-7
552	35.7789026829941	5.29674348440927e-5	3	2	6	Virikbekken	Vestfold	260	2.037209032465104e-7
552	35.6433064819852	5.81689911555908e-5	3	3	6	Virikbekken	Vestfold	260	2.237268890599646e-7
552	35.3107670825448	7.31918121818052e-5	3	4	6	Virikbekken	Vestfold	260	2.8150696993002005e-7
552	35.4862870778303	6.48338292345967e-5	3	5	6	Virikbekken	Vestfold	260	2.493608816715258e-7
552	35.8914441464219	4.90053399057832e-5	3	6	6	Virikbekken	Vestfold	260	1.8848207656070462e-7
551	44.0890732568703	1.7010972638497e-7	1	4	5	Virikbekken	Vestfold	170	1.000645449323353e-9
551	36.4919218001722	3.23655945889331e-5	1	5	5	Virikbekken	Vestfold	170	1.903858505231359e-7
551	36.7184438554737	2.76771100996176e-5	1	6	5	Virikbekken	Vestfold	170	1.628065299977506e-7
551	36.8865795342552	2.46419692970318e-5	1	1	5	Virikbekken	Vestfold	170	1.4495276057077529e-7
551	NaN	NA	1	2	5	Virikbekken	Vestfold	170	NA
551	NaN	NA	1	3	5	Virikbekken	Vestfold	170	NA
550	36.5584956496562	3.09107543297999e-5	2	1	5	Virikbekken	Vestfold	180	1.7172641294333276e-7
550	35.0313675760462	8.8774868713436e-5	2	2	5	Virikbekken	Vestfold	180	4.931937150746444e-7
550	37.0608459962967	2.18469431835711e-5	2	3	5	Virikbekken	Vestfold	180	1.21371906575395e-7
550	44.2905686685468	1.48004520124795e-7	2	4	5	Virikbekken	Vestfold	180	8.222473340266388e-10
550	35.8706248878798	4.97152647109737e-5	2	5	5	Virikbekken	Vestfold	180	2.76195915060965e-7
550	37.3656538375333	1.76986418610226e-5	2	6	5	Virikbekken	Vestfold	180	9.832578811679223e-8
549	35.8875633434311	4.91368999692169e-5	3	1	5	Virikbekken	Vestfold	240	2.047370832050704e-7
549	36.2945078797756	3.70948139385909e-5	3	2	5	Virikbekken	Vestfold	240	1.5456172474412875e-7
549	35.3831087799529	6.96238445259981e-5	3	3	5	Virikbekken	Vestfold	240	2.900993521916588e-7
549	36.2319268983189	3.87337203929787e-5	3	4	5	Virikbekken	Vestfold	240	1.6139050163741125e-7
549	36.0729761015564	4.32293619099241e-5	3	5	5	Virikbekken	Vestfold	240	1.8012234129135042e-7
549	34.6862538383746	1.12676579443329e-4	3	6	5	Virikbekken	Vestfold	240	4.694857476805375e-7
548	33.7281107209752	2.18425304288892e-4	1	1	4	Virikbekken	Vestfold	410	5.327446446070536e-7
548	32.5509907721258	4.92573811403074e-4	1	2	4	Virikbekken	Vestfold	410	1.2013995400074976e-6
548	33.262083081928	3.01386685309849e-4	1	3	4	Virikbekken	Vestfold	410	7.350894763654854e-7
548	33.291478113645	2.9532808131925e-4	1	4	4	Virikbekken	Vestfold	410	7.203123934615853e-7
548	33.1701177129824	3.21156120332774e-4	1	5	4	Virikbekken	Vestfold	410	7.833076105677414e-7
548	33.365223107511	2.8065915732752e-4	1	6	4	Virikbekken	Vestfold	410	6.845345300671219e-7
547	31.7812522788449	7.81874664368217e-4	2	1	4	Virikbekken	Vestfold	360	2.1718740676894916e-6
547	33.2560121377748	2.99953500079972e-4	2	2	4	Virikbekken	Vestfold	360	8.332041668888111e-7
547	32.8874921857328	3.81089312118925e-4	2	3	4	Virikbekken	Vestfold	360	1.0585814225525694e-6
547	33.1421022589919	3.22992203473742e-4	2	4	4	Virikbekken	Vestfold	360	8.972005652048389e-7
547	32.8074139782291	4.01439158445055e-4	2	5	4	Virikbekken	Vestfold	360	1.115108773458486e-6
547	32.4242910503542	5.14887794827131e-4	2	6	4	Virikbekken	Vestfold	360	1.4302438745198082e-6
546	32.4659994793783	5.0112392511067e-4	3	1	4	Virikbekken	Vestfold	395	1.2686681648371391e-6
546	30.0774600877735	0.00236504097314768	3	2	4	Virikbekken	Vestfold	395	5.9874455016396965e-6
546	33.5070095605868	2.5482290593034e-4	3	3	4	Virikbekken	Vestfold	395	6.451212808363038e-7
546	32.2048465369358	5.93780386232538e-4	3	4	4	Virikbekken	Vestfold	395	1.5032414841330075e-6
546	32.5817663319085	4.64818187443177e-4	3	5	4	Virikbekken	Vestfold	395	1.1767549049194354e-6
546	32.8873745338634	3.81118440528081e-4	3	6	4	Virikbekken	Vestfold	395	9.648568114634962e-7
545	31.7097834988226	8.19032383838793e-4	1	1	3	Virikbekken	Vestfold	290	2.824249599444114e-6
545	31.8933935983187	7.26939068257479e-4	1	2	3	Virikbekken	Vestfold	290	2.506686442267169e-6
545	32.8061693701328	4.01763873563902e-4	1	3	3	Virikbekken	Vestfold	290	1.385392667461731e-6
545	31.5738168925692	8.9466857114363e-4	1	4	3	Virikbekken	Vestfold	290	3.0850640384263105e-6
545	31.8339749984197	7.55548157030968e-4	1	5	3	Virikbekken	Vestfold	290	2.6053384725205793e-6
545	31.8175540339414	7.63651307704036e-4	1	6	3	Virikbekken	Vestfold	290	2.6332803713932277e-6
544	32.1045891862201	6.3374140184922e-4	2	4	3	Virikbekken	Vestfold	290	2.1853151787904137e-6
544	31.132094390732	0.00119203253365973	2	5	3	Virikbekken	Vestfold	290	4.110457012619758e-6
544	31.8418057441225	7.51714302419488e-4	2	6	3	Virikbekken	Vestfold	290	2.592118284205131e-6
544	31.7007907977352	8.23831209814795e-4	2	1	3	Virikbekken	Vestfold	290	2.840797275223431e-6
544	31.0688466931512	0.00124203140269869	2	2	3	Virikbekken	Vestfold	290	4.282866905857551e-6
544	31.6339789951667	8.60375968891331e-4	2	3	3	Virikbekken	Vestfold	290	2.966813685832176e-6
543	31.6645298982503	8.43468279458275e-4	3	1	3	Virikbekken	Vestfold	400	2.1086706986456873e-6
543	31.3414513419659	0.00104044930591959	3	2	3	Virikbekken	Vestfold	400	2.601123264798975e-6
543	30.850709884528	0.00143112271888824	3	3	3	Virikbekken	Vestfold	400	3.5778067972206e-6
543	30.744610773667	0.00153324402424614	3	4	3	Virikbekken	Vestfold	400	3.83311006061535e-6
543	31.0162274782677	0.00128522263023362	3	5	3	Virikbekken	Vestfold	400	3.21305657558405e-6
543	31.4594810107403	9.63652555525e-4	3	6	3	Virikbekken	Vestfold	400	2.4091313888125e-6
542	32.0669847505528	6.49414011267138e-4	1	4	2	Virikbekken	Vestfold	440	1.4759409346980409e-6
542	32.7306078726685	4.21977718431286e-4	1	5	2	Virikbekken	Vestfold	440	9.590402691620136e-7
542	31.7888860498298	7.7800677183423e-4	1	6	2	Virikbekken	Vestfold	440	1.7681972087141592e-6
542	31.4667572900562	9.59108136586095e-4	1	1	2	Virikbekken	Vestfold	440	2.1797912195138524e-6
542	32.200201584279	5.9557486005607e-4	1	2	2	Virikbekken	Vestfold	440	1.353579227400159e-6
542	32.4445724498299	5.08148302748125e-4	1	3	2	Virikbekken	Vestfold	440	1.1548825062457387e-6
541	29.9305091190356	0.00260194950045703	2	1	2	Virikbekken	Vestfold	365	7.1286287683754245e-6
541	29.9752217373767	0.00252745721872738	2	2	2	Virikbekken	Vestfold	365	6.924540325280492e-6
541	29.6971451994076	0.00302788434821218	2	3	2	Virikbekken	Vestfold	365	8.295573556745698e-6
541	29.7816291667438	0.00286617889546404	2	4	2	Virikbekken	Vestfold	365	7.852544919079562e-6
541	29.791935451855	0.00284705277276348	2	5	2	Virikbekken	Vestfold	365	7.800144582913645e-6
541	29.5549049136327	0.00332101183218966	2	6	2	Virikbekken	Vestfold	365	9.098662553944275e-6
540	30.0183693224287	0.00245759500484192	3	4	2	Virikbekken	Vestfold	370	6.642148661734919e-6
540	29.8868579541062	0.00267679084988541	3	5	2	Virikbekken	Vestfold	370	7.2345698645551624e-6
540	29.9253658415175	0.00261065791600612	3	6	2	Virikbekken	Vestfold	370	7.055832205421946e-6
540	29.2348713945304	0.00408849506415083	3	1	2	Virikbekken	Vestfold	370	1.1049986659867107e-5
540	29.5506769337918	0.00333014611531495	3	2	2	Virikbekken	Vestfold	370	9.000394906256622e-6
540	29.9371035803415	0.00259082647785219	3	3	2	Virikbekken	Vestfold	370	7.002233723924838e-6
539	34.7335162070402	1.14867319364102e-4	1	1	1	Virikbekken	Vestfold	450	2.5526070969800444e-7
539	33.5806380545141	2.42921076648354e-4	1	2	1	Virikbekken	Vestfold	450	5.3982461477412e-7
539	34.1923802989599	1.63256521384589e-4	1	3	1	Virikbekken	Vestfold	450	3.6279226974353114e-7
539	29.7333066999185	0.00295758212714411	1	4	1	Virikbekken	Vestfold	450	6.5724047269869115e-6
539	33.508748551665	2.54535189215379e-4	1	5	1	Virikbekken	Vestfold	450	5.656337538119534e-7
539	33.9251121301235	1.94212230287116e-4	1	6	1	Virikbekken	Vestfold	450	4.3158273397136893e-7
538	34.0603789102698	1.77874181392701e-4	2	1	1	Virikbekken	Vestfold	480	3.7057121123479374e-7
538	33.3498002457438	2.82223328465712e-4	2	2	1	Virikbekken	Vestfold	480	5.879652676369e-7
538	32.8012519262754	4.03049393275798e-4	2	3	1	Virikbekken	Vestfold	480	8.396862359912458e-7
538	33.1939462206086	3.12294962375989e-4	2	4	1	Virikbekken	Vestfold	480	6.50614504949977e-7
538	33.3207185301671	2.87605982445751e-4	2	5	1	Virikbekken	Vestfold	480	5.991791300953146e-7
538	34.4400409016704	1.3899414498964e-4	2	6	1	Virikbekken	Vestfold	480	2.8957113539508333e-7
537	33.733800089301	2.199138775487e-4	3	1	1	Virikbekken	Vestfold	465	4.7293306999720427e-7
537	34.4590177435822	1.37291121111992e-4	3	2	1	Virikbekken	Vestfold	465	2.952497228214881e-7
537	34.030040381957	1.81414715814246e-4	3	3	1	Virikbekken	Vestfold	465	3.9013917379407744e-7
537	33.7304937941488	2.20386740535533e-4	3	4	1	Virikbekken	Vestfold	465	4.7394997964630754e-7
537	34.5544564594376	1.2903743770588e-4	3	5	1	Virikbekken	Vestfold	465	2.7749986603415055e-7
537	32.1435238190945	6.17912824828121e-4	3	6	1	Virikbekken	Vestfold	465	1.3288447845766045e-6
